Data,Hora,Programa,Episódio,Nº do episódio,Media
13/04/2026,02:15,Casos de Família,Programa de 30/07/2009,114,9db1b3e5-9abb-44a2-b14c-0f8173e14591
13/04/2026,02:38,Astros,Programa de 26/11/2008,34,6352183272112
13/04/2026,03:37,TV Animal,Programa de 15/01/1989,2,6374741735112_ARQUIVADO
13/04/2026,04:05,Show do Milhão,Programa de 24/05/2001,191,190f575b-2d34-4849-8825-d0747e898811
13/04/2026,05:21,Rei Majestade,Programa de 24/05/2006,8,6370872627112
13/04/2026,06:38,Programa do Ratinho,Programa de 05/10/98,Episódio 23,98008609_programadoratinho_1998_023_01
13/04/2026,08:07,Eliana & Cia,Programa de 14/11/1997,151,f65b7c9b-160f-4ce0-b179-0ad7dea1ad82
13/04/2026,08:45,Programa Livre,Programa de 30/08/1991,10,6349825990112
13/04/2026,09:49,Casos de Família,Programa de 30/07/2009,114,9db1b3e5-9abb-44a2-b14c-0f8173e14591
13/04/2026,10:43,Astros,Programa de 26/11/2008,34,6352183272112
13/04/2026,11:42,TV Animal,Programa de 15/01/1989,2,6374741735112_ARQUIVADO
13/04/2026,12:10,Show do Milhão,Programa de 24/05/2001,191,190f575b-2d34-4849-8825-d0747e898811
13/04/2026,13:26,Rei Majestade,Programa de 24/05/2006,8,6370872627112
13/04/2026,14:43,Programa do Ratinho,Programa de 05/10/98,Episódio 23,98008609_programadoratinho_1998_023_01
13/04/2026,16:12,Eliana & Cia,Programa de 14/11/1997,151,f65b7c9b-160f-4ce0-b179-0ad7dea1ad82
13/04/2026,16:50,Programa Livre,Programa de 30/08/1991,10,6349825990112
13/04/2026,17:54,Casos de Família,Programa de 30/07/2009,114,9db1b3e5-9abb-44a2-b14c-0f8173e14591
13/04/2026,18:48,Astros,Programa de 26/11/2008,34,6352183272112
13/04/2026,19:47,TV Animal,Programa de 15/01/1989,2,6374741735112_ARQUIVADO
13/04/2026,20:15,Show do Milhão,Programa de 24/05/2001,191,190f575b-2d34-4849-8825-d0747e898811
13/04/2026,21:31,Rei Majestade,Programa de 24/05/2006,8,6370872627112
13/04/2026,22:48,Programa do Ratinho,Programa de 05/10/98,Episódio 23,98008609_programadoratinho_1998_023_01
14/04/2026,00:17,Programa Livre,Programa de 02/09/1991,14,6370937647112
14/04/2026,01:19,Casos de Família,Programa de 31/07/2009,115,9d8ae6f7-3d0d-48fe-9612-7b859f6b3e61
14/04/2026,02:12,Máquina da Fama,Programa de 14/07/2014,27,6375768978112
14/04/2026,03:08,Passa ou Repassa,Programa de 07/08/1988,5,6349825601112
14/04/2026,04:14,Show do Milhão,Programa de 03/06/2001,192,0e5ef680-cd22-4895-8d7a-a90523e3a4cc
14/04/2026,05:17,Sete Meio,Programa de 29/06/2003,Episódio 13,6376344308112
14/04/2026,06:18,Programa do Ratinho,Programa de 06/10/98,Episódio 24,98008609_programadoratinho_1998_024_01
14/04/2026,08:06,Eliana & Cia,Programa de 17/11/1997,152,80b11d01-b53c-40ef-9c1e-7ac6112e4f51
14/04/2026,08:38,Programa Livre,Programa de 02/09/1991,14,6370937647112
14/04/2026,09:41,Casos de Família,Programa de 31/07/2009,115,9d8ae6f7-3d0d-48fe-9612-7b859f6b3e61
14/04/2026,10:33,Máquina da Fama,Programa de 14/07/2014,27,6375768978112
14/04/2026,11:29,Passa ou Repassa,Programa de 07/08/1988,5,6349825601112
14/04/2026,12:36,Show do Milhão,Programa de 03/06/2001,192,0e5ef680-cd22-4895-8d7a-a90523e3a4cc
14/04/2026,13:39,Sete Meio,Programa de 29/06/2003,Episódio 13,6376344308112
14/04/2026,14:39,Programa do Ratinho,Programa de 06/10/98,Episódio 24,98008609_programadoratinho_1998_024_01
14/04/2026,16:28,Eliana & Cia,Programa de 17/11/1997,152,80b11d01-b53c-40ef-9c1e-7ac6112e4f51
14/04/2026,17:00,Programa Livre,Programa de 02/09/1991,14,6370937647112
14/04/2026,18:02,Casos de Família,Programa de 31/07/2009,115,9d8ae6f7-3d0d-48fe-9612-7b859f6b3e61
14/04/2026,18:55,Máquina da Fama,Programa de 14/07/2014,27,6375768978112
14/04/2026,19:51,Passa ou Repassa,Programa de 07/08/1988,5,6349825601112
14/04/2026,20:58,Show do Milhão,Programa de 03/06/2001,192,0e5ef680-cd22-4895-8d7a-a90523e3a4cc
14/04/2026,22:00,Sete Meio,Programa de 29/06/2003,Episódio 13,6376344308112
14/04/2026,23:01,Programa do Ratinho,Programa de 06/10/98,Episódio 24,98008609_programadoratinho_1998_024_01
15/04/2026,00:49,Eliana & Cia,Programa de 18/11/1997,153,8e34d06a-6cfa-44ab-b0d2-cfef49886eba
15/04/2026,01:37,Programa Livre,Programa de 03/09/1991,15,6370938137112
15/04/2026,02:32,Casos de Família,Programa de 03/08/2009,116,0cc03841-1684-414f-81b8-14c072ca19a7
15/04/2026,03:25,"Canta e Dança, Minha Gente",Programa de 13/11/1999,,6348985297112
15/04/2026,04:21,Show do Milhão,Programa de 07/06/2001,194,4a2ef5d8-146f-41df-8e54-3eff97f89487
15/04/2026,05:25,Porta da Esperança,Programa de 20/09/1987,13,6362545437112
15/04/2026,06:23,Programa do Ratinho,Programa de 07/10/98,Episódio 25,98008609_programadoratinho_1998_025_01
15/04/2026,08:05,Eliana & Cia,Programa de 18/11/1997,153,8e34d06a-6cfa-44ab-b0d2-cfef49886eba
15/04/2026,08:53,Programa Livre,Programa de 03/09/1991,15,6370938137112
15/04/2026,09:47,Casos de Família,Programa de 03/08/2009,116,0cc03841-1684-414f-81b8-14c072ca19a7
15/04/2026,10:41,"Canta e Dança, Minha Gente",Programa de 13/11/1999,,6348985297112
15/04/2026,11:37,TV Animal,Programa de 23/11/1995,34,6366373766112
15/04/2026,12:20,Show do Milhão,Programa de 07/06/2001,194,4a2ef5d8-146f-41df-8e54-3eff97f89487
15/04/2026,13:24,Porta da Esperança,Programa de 20/09/1987,13,6362545437112
15/04/2026,14:22,Programa do Ratinho,Programa de 07/10/98,Episódio 25,98008609_programadoratinho_1998_025_01
15/04/2026,16:04,Eliana & Cia,Programa de 18/11/1997,153,8e34d06a-6cfa-44ab-b0d2-cfef49886eba
15/04/2026,16:52,Programa Livre,Programa de 03/09/1991,15,6370938137112
15/04/2026,17:46,Casos de Família,Programa de 03/08/2009,116,0cc03841-1684-414f-81b8-14c072ca19a7
15/04/2026,18:40,"Canta e Dança, Minha Gente",Programa de 13/11/1999,,6348985297112
15/04/2026,19:36,TV Animal,Programa de 23/11/1995,34,6366373766112
15/04/2026,20:19,Show do Milhão,Programa de 07/06/2001,194,4a2ef5d8-146f-41df-8e54-3eff97f89487
15/04/2026,21:22,Porta da Esperança,Programa de 20/09/1987,13,6362545437112
15/04/2026,22:21,Programa do Ratinho,Programa de 07/10/98,Episódio 25,98008609_programadoratinho_1998_025_01
16/04/2026,00:02,Eliana & Cia,Programa de 19/11/1997,154,c2cb610f-0467-4fbd-aef5-131e3543159b
16/04/2026,00:40,Táxi do Gugu,18. A granada,18,6368326538112
16/04/2026,00:55,Programa Livre,Programa de 04/09/1991,16,6370937256112
16/04/2026,01:57,Casos de Família,Programa de 04/08/2009,117,0c37f818-65af-45a0-b368-35d49ae0d6e2
16/04/2026,02:54,Vamos Nessa,Programa de 27/04/1982,2,6375711019112
16/04/2026,03:47,Passa ou Repassa,Programa de 06/12/1995,65,6366912157112
16/04/2026,04:16,Show do Milhão,Programa de 10/06/2001,195,504b968e-011c-4e23-9f3b-0a6fc97a0438
16/04/2026,05:16,Tentação,Programa de 11/06/1995,24,6374621985112
16/04/2026,06:15,Programa do Ratinho,Programa de 08/10/1998,138,d02f14bb-07e3-4e5a-a7d3-738019394e8d
16/04/2026,08:04,Eliana & Cia,Programa de 19/11/1997,154,c2cb610f-0467-4fbd-aef5-131e3543159b
16/04/2026,08:41,Táxi do Gugu,18. A granada,18,6368326538112
16/04/2026,08:56,Programa Livre,Programa de 04/09/1991,16,6370937256112
16/04/2026,09:58,Casos de Família,Programa de 04/08/2009,117,0c37f818-65af-45a0-b368-35d49ae0d6e2
16/04/2026,10:56,Vamos Nessa,Programa de 27/04/1982,2,6375711019112
16/04/2026,11:48,Passa ou Repassa,Programa de 06/12/1995,65,6366912157112
16/04/2026,12:17,Show do Milhão,Programa de 10/06/2001,195,504b968e-011c-4e23-9f3b-0a6fc97a0438
16/04/2026,13:18,Tentação,Programa de 11/06/1995,24,6374621985112
16/04/2026,14:16,Programa do Ratinho,Programa de 08/10/1998,138,d02f14bb-07e3-4e5a-a7d3-738019394e8d
16/04/2026,16:05,Eliana & Cia,Programa de 19/11/1997,154,c2cb610f-0467-4fbd-aef5-131e3543159b
16/04/2026,16:43,Táxi do Gugu,18. A granada,18,6368326538112
16/04/2026,16:57,Programa Livre,Programa de 04/09/1991,16,6370937256112
16/04/2026,17:59,Casos de Família,Programa de 04/08/2009,117,0c37f818-65af-45a0-b368-35d49ae0d6e2
16/04/2026,18:57,Vamos Nessa,Programa de 27/04/1982,2,6375711019112
16/04/2026,19:49,Passa ou Repassa,Programa de 06/12/1995,65,6366912157112
16/04/2026,20:19,Show do Milhão,Programa de 10/06/2001,195,504b968e-011c-4e23-9f3b-0a6fc97a0438
16/04/2026,21:19,Tentação,Programa de 11/06/1995,24,6374621985112
16/04/2026,22:18,Programa do Ratinho,Programa de 08/10/1998,138,d02f14bb-07e3-4e5a-a7d3-738019394e8d
17/04/2026,00:06,Eliana & Cia,Programa de 19/11/1997,154,c2cb610f-0467-4fbd-aef5-131e3543159b
17/04/2026,00:41,Eliana & Cia,Programa de 20/11/1997,155,8d5e2bbc-a544-4dae-9098-5fba02181207
17/04/2026,01:19,Programa Livre,Programa de 05/09/1991,17,6350633563112
17/04/2026,02:20,Casos de Família,Programa de 05/08/2009,118,e8e6d8d3-2336-46d9-ad98-36151bdefd11
17/04/2026,03:13,Canta e Dança Minha Gente,Programa de 30/01/2000,4,6371871994112
