Data,Hora,Programa,Episódio,Nº do episódio,Media
23/09/2026,21:45,Show do Milhão,Programa de 02/12/2001,312,849fa902-6c47-4dc2-b263-e93ac100ba24
23/09/2026,22:47,Show do Milhão,Programa de 28/11/2001,309,5fd34aa1-723f-472e-b6e5-9e4501971014
23/09/2026,23:55,Show do Milhão,Programa de 24/01/2002,310,666801d4-03de-4f4d-bf97-54840396ba07
24/09/2026,00:59,Show do Milhão,Programa de 29/11/2001,311,850ead11-adff-4266-bb4f-d947039eda88
24/09/2026,01:57,Show do Milhão,Programa de 02/12/2001,312,849fa902-6c47-4dc2-b263-e93ac100ba24
24/09/2026,02:52,Show do Milhão,Programa de 28/11/2001,309,5fd34aa1-723f-472e-b6e5-9e4501971014
24/09/2026,04:00,Show do Milhão,Programa de 24/01/2002,310,666801d4-03de-4f4d-bf97-54840396ba07
24/09/2026,05:00,Show do Milhão,Programa de 29/11/2001,311,850ead11-adff-4266-bb4f-d947039eda88
24/09/2026,06:00,Show do Milhão,Programa de 05/12/2001,313,9ccf4abf-aa30-4a37-9ba1-a7b48a07f20b
24/09/2026,07:08,Show do Milhão,Programa de 06/12/2001,314,3fb3a5ad-5273-4a7a-9bb5-892fae72a40e
24/09/2026,08:17,Show do Milhão,Programa de 09/12/2001,315,70a9bbbd-ac2d-4eda-adb5-529c94d815a5
24/09/2026,09:26,Show do Milhão,Programa de 10/05/2026,295,13ed712f-eadc-4b67-90d0-880a117aa463
24/09/2026,10:25,Show do Milhão,Programa de 05/12/2001,313,9ccf4abf-aa30-4a37-9ba1-a7b48a07f20b
24/09/2026,11:35,Show do Milhão,Programa de 06/12/2001,314,3fb3a5ad-5273-4a7a-9bb5-892fae72a40e
24/09/2026,12:43,Show do Milhão,Programa de 09/12/2001,315,70a9bbbd-ac2d-4eda-adb5-529c94d815a5
24/09/2026,13:48,Show do Milhão,Programa de 10/05/2026,295,13ed712f-eadc-4b67-90d0-880a117aa463
24/09/2026,14:44,Show do Milhão,Programa de 05/12/2001,313,9ccf4abf-aa30-4a37-9ba1-a7b48a07f20b
24/09/2026,15:49,Show do Milhão,Programa de 06/12/2001,314,3fb3a5ad-5273-4a7a-9bb5-892fae72a40e
24/09/2026,16:53,Show do Milhão,Programa de 09/12/2001,315,70a9bbbd-ac2d-4eda-adb5-529c94d815a5
24/09/2026,17:59,Show do Milhão,Programa de 10/05/2026,295,13ed712f-eadc-4b67-90d0-880a117aa463
24/09/2026,18:54,Show do Milhão,Programa de 05/12/2001,313,9ccf4abf-aa30-4a37-9ba1-a7b48a07f20b
24/09/2026,20:03,Show do Milhão,Programa de 06/12/2001,314,3fb3a5ad-5273-4a7a-9bb5-892fae72a40e
