Data,Hora,Programa,Episódio,Nº do episódio,Media
28/03/2026,01:30,Show Maravilha,Programa de 02/05/1992,1256,6366375228112
28/03/2026,02:09,Programa Sergio Mallandro,Programa de 01/08/1995,37,6376025101112
28/03/2026,02:40,Casa da Angélica,Programa de 16/08/1994,20,6369845502112
28/03/2026,03:18,Fantasia,Programa de 21/01/1998,34,6376793878112
28/03/2026,05:29,Em Nome do Amor,Programa de 13/08/1995,33,6370480291112
28/03/2026,07:14,Viva a Noite,Programa de 06/01/1990,1,6352916212112
28/03/2026,08:14,Eliana & Cia,Programa de 28/10/1997,138,f2217448-5d83-427c-8f46-72cd02739638
28/03/2026,08:47,Bom dia & Cia com Jacky ,Programa de 22/09/1998,2,6376019349112
28/03/2026,09:20,Show Maravilha,Programa de 02/05/1992,1256,6366375228112
28/03/2026,10:22,Programa Sergio Mallandro,Programa de 01/08/1995,37,6376025101112
28/03/2026,10:54,Casa da Angélica,Programa de 16/08/1994,20,6369845502112
28/03/2026,11:31,Fantasia,Programa de 21/01/1998,34,6376793878112
28/03/2026,13:42,Em Nome do Amor,Programa de 13/08/1995,33,6370480291112
28/03/2026,15:27,Viva a Noite,Programa de 06/01/1990,1,6352916212112
28/03/2026,16:27,Eliana & Cia,Programa de 28/10/1997,138,f2217448-5d83-427c-8f46-72cd02739638
28/03/2026,17:01,Bom dia & Cia com Jacky ,Programa de 22/09/1998,2,6376019349112
28/03/2026,17:33,Show Maravilha,Programa de 02/05/1992,1256,6366375228112
28/03/2026,18:36,Programa Sergio Mallandro,Programa de 01/08/1995,37,6376025101112
28/03/2026,19:08,Casa da Angélica,Programa de 16/08/1994,20,6369845502112
28/03/2026,19:45,Fantasia,Programa de 21/01/1998,34,6376793878112
28/03/2026,21:56,Em Nome do Amor,Programa de 13/08/1995,33,6370480291112
28/03/2026,23:41,Viva a Noite,Programa de 06/01/1990,1,6352916212112
29/03/2026,00:41,Táxi do Gugu,113. A boneca,113,6368324482112
29/03/2026,01:08,Domingo no Parque,Programa de 06/03/1988,30,6367903195112
29/03/2026,02:25,Curtindo uma Viagem,Programa de 10/02/2002,31,6352181035112
29/03/2026,03:42,Domingo Legal,Programa de 31/10/1993,30,6365323853112
29/03/2026,05:47,Topa Tudo Por Dinheiro,Programa de 21/07/1991,17,6363256856112
29/03/2026,06:47,Programa Silvio Santos,Programa de 08/06/2008,8,6366065516112
29/03/2026,09:39,Show de Calouros,Programa de 13/03/1988,5,6372476956112
29/03/2026,12:04,Táxi do Gugu,Espuma,25,bf322393-cda3-4156-a458-5a8f6813fccf
29/03/2026,12:22,Domingo no Parque,Programa de 06/03/1988,30,6367903195112
29/03/2026,13:39,Curtindo uma Viagem,Programa de 10/02/2002,31,6352181035112
29/03/2026,14:56,Domingo Legal,Programa de 31/10/1993,30,6365323853112
29/03/2026,17:01,Táxi do Gugu,113. A boneca,113,6368324482112
29/03/2026,17:28,Topa Tudo Por Dinheiro,Programa de 21/07/1991,17,6363256856112
29/03/2026,18:28,Programa Silvio Santos,Programa de 08/06/2008,8,6366065516112
29/03/2026,21:20,Show de Calouros,Programa de 13/03/1988,5,6372476956112
29/03/2026,23:45,Táxi do Gugu,Gugu demitido ,24,c73b2d09-9ec4-4ecb-9509-cc6639bdc686
30/03/2026,00:04,Eliana & Cia,Programa de 28/10/1997,138,f2217448-5d83-427c-8f46-72cd02739638
30/03/2026,00:38,Eliana & Cia,Programa de 29/10/1997,139,3c02e65a-cc76-4025-b31e-9d6607f3d39f
30/03/2026,01:16,Programa Livre,Programa de 19/03/1993,84,2f0e354c-bfc6-4813-a092-75bf29049a8d
30/03/2026,02:12,Casos de Família,Programa de 13/07/2009,101,6376594019112
30/03/2026,03:04,Astros,Programa de 12/11/2008,32,6352184242112
30/03/2026,03:52,TV Animal,Programa de 04/12/1988,6,6351243053112
30/03/2026,04:27,Show do Milhão,Programa de 02/05/2001,181,74a8f92a-5329-43d4-9812-621305a39032
30/03/2026,05:37,Rei Majestade,Programa de 10/05/2006,6,6370873048112
30/03/2026,07:00,Programa do Ratinho,Programa de 22/09/1998,13,6376792812112
30/03/2026,08:08,Eliana & Cia,Programa de 28/10/1997,138,f2217448-5d83-427c-8f46-72cd02739638
30/03/2026,08:41,Eliana & Cia,Programa de 29/10/1997,139,3c02e65a-cc76-4025-b31e-9d6607f3d39f
30/03/2026,09:19,Programa Livre,Programa de 19/03/1993,84,2f0e354c-bfc6-4813-a092-75bf29049a8d
30/03/2026,10:15,Casos de Família,Programa de 13/07/2009,101,6376594019112
30/03/2026,11:07,Astros,Programa de 12/11/2008,32,6352184242112
30/03/2026,11:55,TV Animal,Programa de 04/12/1988,6,6351243053112
30/03/2026,12:30,Show do Milhão,Programa de 02/05/2001,181,74a8f92a-5329-43d4-9812-621305a39032
30/03/2026,13:40,Rei Majestade,Programa de 10/05/2006,6,6370873048112
30/03/2026,15:04,Programa do Ratinho,Programa de 22/09/1998,13,6376792812112
30/03/2026,16:11,Eliana & Cia,Programa de 28/10/1997,138,f2217448-5d83-427c-8f46-72cd02739638
30/03/2026,16:44,Eliana & Cia,Programa de 29/10/1997,139,3c02e65a-cc76-4025-b31e-9d6607f3d39f
