Data,Hora,Programa,Episódio,Nº do episódio,Media
01/05/2026,02:41,TV Animal,Programa de 13/06/1996,163,6366549494112
01/05/2026,02:46,"Canta e Dança, Minha Gente",Programa de 09/04/2000,10,6373124091112_ARQUIVADO
01/05/2026,03:42,Táxi do Gugu,Espuma,25,bf322393-cda3-4156-a458-5a8f6813fccf
01/05/2026,04:00,Show do Milhão,Programa de 05/07/2001,206,a40d21d9-71a2-4aca-b291-35499989532a
01/05/2026,05:14,Gol Show,Programa de 08/02/1998,6,6365966315112
01/05/2026,06:00,Táxi do Gugu,Espuma,25,bf322393-cda3-4156-a458-5a8f6813fccf
01/05/2026,06:19,Programa do Ratinho,Programa de 21/10/98,Episódio 37,98008609_programadoratinho_1998_037_01
01/05/2026,08:05,Eliana & Cia,Programa de 21/04/1997,1,6366857979112
01/05/2026,08:29,Programa Livre,Programa de 28/10/1991,57,6352185289112
01/05/2026,09:29,Casos de Família,Programa de 06/05/2009,3,6370518899112
01/05/2026,10:22,TV Animal,Programa de 13/06/1996,163,6366549494112
01/05/2026,10:50,"Canta e Dança, Minha Gente",Programa de 09/04/2000,10,6373124091112_ARQUIVADO
01/05/2026,11:46,Táxi do Gugu,Espuma,25,bf322393-cda3-4156-a458-5a8f6813fccf
01/05/2026,12:04,Show do Milhão,Programa de 05/07/2001,206,a40d21d9-71a2-4aca-b291-35499989532a
01/05/2026,13:18,Gol Show,Programa de 08/02/1998,6,6365966315112
01/05/2026,14:04,Táxi do Gugu,Espuma,25,bf322393-cda3-4156-a458-5a8f6813fccf
01/05/2026,14:23,Programa do Ratinho,Programa de 21/10/98,Episódio 37,98008609_programadoratinho_1998_037_01
01/05/2026,16:10,Eliana & Cia,Programa de 21/04/1997,1,6366857979112
01/05/2026,16:34,Programa Livre,Programa de 28/10/1991,57,6352185289112
01/05/2026,17:34,Casos de Família,Programa de 06/05/2009,3,6370518899112
01/05/2026,18:27,TV Animal,Programa de 13/06/1996,163,6366549494112
01/05/2026,18:54,"Canta e Dança, Minha Gente",Programa de 09/04/2000,10,6373124091112_ARQUIVADO
01/05/2026,19:50,Táxi do Gugu,Espuma,25,bf322393-cda3-4156-a458-5a8f6813fccf
01/05/2026,20:08,Show do Milhão,Programa de 05/07/2001,206,a40d21d9-71a2-4aca-b291-35499989532a
01/05/2026,21:23,Gol Show,Programa de 08/02/1998,6,6365966315112
