Data,Hora,Programa,Episódio,Nº do episódio,Media
07/03/2026,01:14,Casa da Angélica,Programa de 11/08/1994,263,6368820274112
07/03/2026,01:54,Fantasia,Programa de 16/01/1998,31,6376791534112
07/03/2026,04:18,Em Nome do Amor,Programa de 23/07/1995,31,6370479599112
07/03/2026,05:59,Viva a Noite,Programa de 18/11/1989,4,6352914912112
07/03/2026,07:58,Eliana & Cia,Programa de 06/10/1997,121,5cceeab9-8b0b-48e6-bec7-51af64f511dc
07/03/2026,08:35,Bom dia & Cia com Jacky ,Programa de 05/11/1998,34,d707574c-f186-42cb-84f4-40d0cb632588
07/03/2026,09:10,Show Maravilha,Programa de 25/12/1991,1180,6366375128112
07/03/2026,10:36,Programa Sergio Mallandro,Programa de 27/07/1995,34,6370289528112
07/03/2026,11:09,Casa da Angélica,Programa de 11/08/1994,263,6368820274112
07/03/2026,11:49,Fantasia,Programa de 16/01/1998,31,6376791534112
07/03/2026,14:13,Em Nome do Amor,Programa de 23/07/1995,31,6370479599112
07/03/2026,15:54,Eliana & Cia,Programa de 06/10/1997,121,5cceeab9-8b0b-48e6-bec7-51af64f511dc
07/03/2026,16:37,Bom dia & Cia com Jacky ,Programa de 05/11/1998,34,d707574c-f186-42cb-84f4-40d0cb632588
07/03/2026,17:13,Casa da Angélica,Programa de 11/08/1994,263,6368820274112
07/03/2026,17:58,Fantasia,Programa de 16/01/1998,31,6376791534112
07/03/2026,20:22,Em Nome do Amor,Programa de 23/07/1995,31,6370479599112
07/03/2026,22:03,Viva a Noite,Programa de 18/11/1989,4,6352914912112
08/03/2026,00:03,Alô Christina,Programa de 30/04/1997,1,6369300299112
08/03/2026,01:05,Casos de Família,Programa de 04/03/2015,46,6347929564112
08/03/2026,01:49,Divina Christina,1. Ela é Carioca,1,6363297470112
08/03/2026,02:26,Divina Christina,2. Entre altos e baixos,2,6363331468112
08/03/2026,02:54,Divina Christina,3. O Outro Lado da Rocha,3,6363342397112
08/03/2026,03:21,Divina Christina,4. A Vida Como Ela É,4,6363342605112
08/03/2026,04:00,Entrevistas do Jô,Entrevista com Hebe Camargo (16/08/1993),95,6364079318112
08/03/2026,04:17,De Frente com Gabi,Entrevista com Hebe Camargo (07/03/1998),Entrevista com Hebe Camargo (07/03/1998),6348920351112
08/03/2026,05:16,"Hebe, a Cara da Coragem",1. A Caipirinha de Taubaté,1,6359702742112
08/03/2026,05:56,"Hebe, a Cara da Coragem",2. A Vida é Uma Festa!,2,6359703307112
08/03/2026,06:34,"Hebe, a Cara da Coragem",3. Meu Corpo é Político,3,6359704897112
08/03/2026,07:11,"Hebe, a Cara da Coragem",4. Um Selinho de Qualidade,4,6359704909112
08/03/2026,07:52,"Hebe, a Cara da Coragem",5. O Castelo da Rainha,5,6359705498112
08/03/2026,08:26,Hebe,Programa de 08/03/1999,9,6369686083112
08/03/2026,09:57,Hebe,Programa de 08/03/2010,1,6369690834112
08/03/2026,11:44,Entrevistas do Jô,Entrevista com Hebe Camargo e Afnaldo Rayol (07/05/1997),3,6364080000112
08/03/2026,12:01,Alô Christina,Programa de 30/04/1997,1,6369300299112
08/03/2026,13:03,Casos de Família,Programa de 04/03/2015,46,6347929564112
08/03/2026,13:47,Divina Christina,1. Ela é Carioca,1,6363297470112
08/03/2026,14:23,Divina Christina,2. Entre altos e baixos,2,6363331468112
08/03/2026,14:51,Divina Christina,3. O Outro Lado da Rocha,3,6363342397112
08/03/2026,15:19,Divina Christina,4. A Vida Como Ela É,4,6363342605112
08/03/2026,15:57,Entrevistas do Jô,Entrevista com Hebe Camargo (16/08/1993),95,6364079318112
08/03/2026,16:15,De Frente com Gabi,Entrevista com Hebe Camargo (07/03/1998),Entrevista com Hebe Camargo (07/03/1998),6348920351112
08/03/2026,17:14,"Hebe, a Cara da Coragem",1. A Caipirinha de Taubaté,1,6359702742112
08/03/2026,17:54,"Hebe, a Cara da Coragem",2. A Vida é Uma Festa!,2,6359703307112
08/03/2026,18:31,"Hebe, a Cara da Coragem",3. Meu Corpo é Político,3,6359704897112
08/03/2026,19:08,"Hebe, a Cara da Coragem",4. Um Selinho de Qualidade,4,6359704909112
08/03/2026,19:49,"Hebe, a Cara da Coragem",5. O Castelo da Rainha,5,6359705498112
08/03/2026,20:23,Hebe,Programa de 08/03/1999,9,6369686083112
08/03/2026,21:54,Entrevistas do Jô,Entrevista com Hebe Camargo e Afnaldo Rayol (07/05/1997),3,6364080000112
08/03/2026,22:10,Hebe,Programa de 08/03/2010,1,6369690834112
09/03/2026,00:02,Eliana & Cia,Programa de 07/10/1997,123,bd98d191-5fde-422d-a2ab-319aeffc2d79
09/03/2026,00:40,Programa Livre,Programa de 03/11/1992,32,6374090804112
09/03/2026,01:37,Casos de Família,Programa de 22/06/2009,86,6373495724112
09/03/2026,02:30,Astros,Programa de 22/10/2008 ,29,6352182462112
09/03/2026,03:32,TV Animal,Programa de 13/11/1988,3,6351243348112
09/03/2026,04:02,Show do Milhão,Programa de 01/04/2001,166,f2ce47f1-968d-400f-8f01-6000ae7fc0e5
09/03/2026,05:04,Rei Majestade,Programa de  17/04/2006,3,6370873220112
09/03/2026,06:25,Programa do Ratinho,Programa de 21/10/98,Episódio 37,98008609_programadoratinho_1998_037_01
09/03/2026,08:03,Eliana & Cia,Programa de 07/10/1997,123,bd98d191-5fde-422d-a2ab-319aeffc2d79
09/03/2026,08:41,Programa Livre,Programa de 03/11/1992,32,6374090804112
09/03/2026,09:38,Casos de Família,Programa de 22/06/2009,86,6373495724112
09/03/2026,10:31,Astros,Programa de 22/10/2008 ,29,6352182462112
09/03/2026,11:33,TV Animal,Programa de 13/11/1988,3,6351243348112
09/03/2026,12:03,Show do Milhão,Programa de 01/04/2001,166,f2ce47f1-968d-400f-8f01-6000ae7fc0e5
09/03/2026,13:05,Rei Majestade,Programa de  17/04/2006,3,6370873220112
09/03/2026,14:25,Programa do Ratinho,Programa de 21/10/98,Episódio 37,98008609_programadoratinho_1998_037_01
09/03/2026,16:04,Eliana & Cia,Programa de 07/10/1997,123,bd98d191-5fde-422d-a2ab-319aeffc2d79
09/03/2026,16:42,Programa Livre,Programa de 03/11/1992,32,6374090804112
09/03/2026,17:39,Casos de Família,Programa de 22/06/2009,86,6373495724112
09/03/2026,18:32,Astros,Programa de 22/10/2008 ,29,6352182462112
09/03/2026,19:34,TV Animal,Programa de 13/11/1988,3,6351243348112
