Data,Programa,Episódio,Media
31/12/2025,Programa do Ratinho,Programa de 07/10/98,98008609_programadoratinho_1998_025_01
31/12/2025,Eliana & Cia,Programa de 18/07/1997,6372755454112
01/01/2026,Eliana & Cia,Programa de 21/07/1997,6372756929112
01/01/2026,Programa Livre,Programa de 28/08/1991,6349824921112
01/01/2026,Casos de Família,Programa de 28/07/2009,7d0b0045-20e4-462c-b642-6e0f68851d66
01/01/2026,Vamos Nessa,Programa de 12/01/1985,5d68bd35-74a9-40ca-86f8-01bca99a2b73
01/01/2026,Passa ou Repassa,Programa de 11/09/1995,6366911656112
01/01/2026,Show do Milhão,Programa de 20/12/2000,6372127965112
01/01/2026,Tentação,Programa de 05/03/1995,6372034641112
01/01/2026,Programa do Ratinho,Programa de 08/10/98,98008609_programadoratinho_1998_026_01
02/01/2026,Táxi do Gugu,56. A turma do barulho,6368323301112
02/01/2026,Programa Livre,Programa de 29/08/1991,6349826877112
02/01/2026,Casos de Família,Programa de 29/07/2009,38badca6-c36a-45ac-866a-07012b25c535
02/01/2026,Canta e Dança Minha Gente,Programa de 08/10/2000,6363652188112
02/01/2026,Táxi do Gugu,35. A flor,6368324585112
02/01/2026,TV Animal,Programa de 22/05/1996,6351243248112
02/01/2026,Show do Milhão,Programa de 21/12/2000,6372129527112
02/01/2026,Gol Show,Programa de 19/04/1998,6367902898112
02/01/2026,Táxi do Gugu,27. Táxi do terror,6368326050112
02/01/2026,Programa do Ratinho,Programa de 09/10/98,98008609_programadoratinho_1998_027_01
03/01/2026,Eliana & Cia,Programa de 04/07/1997,6371191447112
03/01/2026,Bom dia & Cia com Jacky,Programa de 23/10/1998,6376119004112
03/01/2026,Show Maravilha,Programa de 11/02/1994,6367446037112
03/01/2026,Programa Sergio Mallandro,Programa de 01/06/1995,6369845109112
03/01/2026,Casa da Angélica,Programa de 30/05/1994,6367829961112
03/01/2026,Fantasia,Programa de 05/01/1998,6375929276112
03/01/2026,Em Nome do Amor,Programa de 16/04/1995,6355660572112
03/01/2026,Fala Dercy,Programa de 25/05/2000,6364748144112
03/01/2026,Viva a Noite,Programa de 14/12/1991,6375183649112
04/01/2026,Fala Dercy,Programa de 25/05/2000,6364748144112
04/01/2026,Domingo no Parque,Programa de 03/05/1987,6366373352112
04/01/2026,Curtindo uma Viagem,Programa de 17/11/2001,6352039034112
04/01/2026,Domingo Legal,Programa de 22/08/1993,6363334771112
04/01/2026,Programa Silvio Santos,Programa de 21/06/2009,6374621038112
04/01/2026,Topa Tudo Por Dinheiro,Programa de 28/07/1991,6363256170112
05/01/2026,Eliana & Cia,Programa de 23/07/1997,6372757224112
05/01/2026,Programa Livre,Programa de 30/08/1991,6349825990112
05/01/2026,Casos de Família,Programa de 30/07/2009,9db1b3e5-9abb-44a2-b14c-0f8173e14591
05/01/2026,Astros,Programa de 20/08/2008,6351244557112
05/01/2026,TV Animal,Programa de 27/08/1989,6351243357112
05/01/2026,Show do Milhão,Programa de 13/12/2000,6372129243112
05/01/2026,Rei Majestade,Programa de 16/08/2006,6370873896112
05/01/2026,Programa do Ratinho,Programa de 03/10/98,98008609_programadoratinho_1998_022_01
06/01/2026,Eliana & Cia,Programa de 24/07/1997,6372757130112
06/01/2026,Programa Livre,Programa de 02/09/1991,6370937647112
06/01/2026,Casos de Família,Programa de 31/07/2009,9d8ae6f7-3d0d-48fe-9612-7b859f6b3e61
06/01/2026,Máquina da Fama,Programa de 07/04/2014,6375769952112
06/01/2026,Passa ou Repassa,Programa de 10/04/1994,6369848597112
06/01/2026,Show do Milhão,Programa de 27/12/2000,6372129356112
06/01/2026,Sete Meio,Programa de 22/12/2004,065b3477-87ce-4b8e-9d23-9ce90e62158b
06/01/2026,Programa do Ratinho,Programa de 12/10/98,98008609_programadoratinho_1998_029_01
06/01/2026,Táxi do Gugu,O escapamento,83a5bf88-48fb-47fe-8d7f-6720e4a2c20b
07/01/2026,Eliana & Cia,Programa de 25/07/1997,6372755376112
07/01/2026,Táxi do Gugu,O comilão,c3d7252d-43f4-4f00-9522-8177e51260f0
07/01/2026,Programa Livre,Programa de 03/09/1991,6370938137112
07/01/2026,Casos de Família,Programa de 03/08/2009,0cc03841-1684-414f-81b8-14c072ca19a7
07/01/2026,Táxi do Gugu,Fumaça,de0ccac5-a0dd-4096-86aa-3e3fd0388cfc
07/01/2026,Canta e Dança Minha Gente,Programa de 15/10/2000,6363650843112
07/01/2026,TV Animal,Programa de 03/11/1995,6351241766112
07/01/2026,Show do Milhão,Programa de 28/12/2000,6372129357112
07/01/2026,Porta da Esperança,Programa de 30/11/1986,6362805178112
07/01/2026,Programa do Ratinho,Programa de 13/10/98,98008609_programadoratinho_1998_030_01
08/01/2026,Eliana & Cia,Programa de 28/07/1997,6372756928112
08/01/2026,Táxi do Gugu,Espuma,bf322393-cda3-4156-a458-5a8f6813fccf
08/01/2026,Programa Livre,Programa de 04/09/1991,6370937256112
08/01/2026,Casos de Família,Programa de 04/08/2009,0c37f818-65af-45a0-b368-35d49ae0d6e2
08/01/2026,Vamos Nessa,Programa de 19/01/1985,78dedea2-66ff-4786-90f5-8a3903f161fe
08/01/2026,Passa ou Repassa,Programa de 13/09/1995,6366910410112
08/01/2026,Show do Milhão,Programa de 31/12/2000,6372130032112
08/01/2026,Tentação,Programa de 12/03/1995,6372037287112
08/01/2026,Programa do Ratinho,Programa de 14/10/98,98008609_programadoratinho_1998_031_01
09/01/2026,Eliana & Cia,Programa de 29/05/1997,6372755945112
09/01/2026,Programa Livre,Programa de 05/09/1991,6350633563112
09/01/2026,Casos de Família,Programa de 05/08/2009,e8e6d8d3-2336-46d9-ad98-36151bdefd11
09/01/2026,Canta e Dança Minha Gente,Programa de 22/10/2000,6363652394112
09/01/2026,TV Animal,Programa de 23/05/1996,6351244111112
09/01/2026,Show do Milhão,Programa de 03/01/2001,6374090719112
09/01/2026,Gol Show,Programa de 26/04/1998,6367902222112
09/01/2026,Programa do Ratinho,Programa de 15/10/98,98008609_programadoratinho_1998_032_01
09/01/2026,Eliana & Cia,Programa de 30/07/1997,6372756540112
10/01/2026,Bom dia & Cia com Jacky,Programa de 26/10/1998,9d471398-8659-45a0-8474-f5ba907f7267
10/01/2026,Show Maravilha,Programa de 12/02/1994,6367446324112
10/01/2026,Programa Sergio Mallandro,Programa de 03/07/1995,6369843236112
10/01/2026,Casa da Angélica,Programa de 31/05/1994,6367829374112
10/01/2026,Fantasia,Programa de 06/01/1998,6375815226112
10/01/2026,Em Nome do Amor,Programa de 09/04/1995,6356568862112
10/01/2026,Viva a Noite,Programa de 11/01/1992,6364951253112
10/01/2026,Fala Dercy,Prorgama de 13/08/2000,6364748722112
10/01/2026,Eliana & Cia,Programa de 30/07/1997,6372756540112
11/01/2026,Domingo Legal,Programa de 29/08/1993,6363335051112
11/01/2026,Topa Tudo Por Dinheiro,Programa de 12/05/1991,6359687130112
11/01/2026,Show de Calouros,Programa de 09/08/1987,6368428684112
11/01/2026,Domingo no Parque,Programa de 07/06/1987,6366372688112
11/01/2026,Curtindo uma Viagem,Programa de 24/11/2001,6352039326112
11/01/2026,Programa Silvio Santos,Programa de 28/06/2009,6374904573112
12/01/2026,Programa Livre,Programa de 06/09/1991,6350631414112
12/01/2026,Casos de Família,Programa de 06/08/2009,abd3f24d-67a4-44f9-badd-686b5e2dc6d9
12/01/2026,Astros,Programa de 27/08/2008,6352183628112
12/01/2026,TV Animal,Programa de 31/12/1989,6374741446112
12/01/2026,Show do Milhão,Programa de 04/01/2001,6374090130112
12/01/2026,Rei Majestade,Programa de 30/08/2006,6374620946112
12/01/2026,Programa do Ratinho,Programa de 17/10/98,98008609_programadoratinho_1998_034_01
12/01/2026,Táxi do Gugu,O comilão,c3d7252d-43f4-4f00-9522-8177e51260f0
12/01/2026,Eliana & Cia,Programa de 31/07/1997,6372755946112
12/01/2026,Táxi do Gugu,Gugu demitido,c73b2d09-9ec4-4ecb-9509-cc6639bdc686
13/01/2026,Eliana & Cia,Programa 01/08/1997,e71d36f0-73f6-4a49-801e-ca9e2aa06889
13/01/2026,Programa Livre,Programa de 09/09/1991,6350632697112
13/01/2026,Casos de Família,Programa de 07/08/2009,9c2962a4-7051-4c61-8eb9-af5c49297618
13/01/2026,Máquina da Fama,Programa de 14/04/2014,6375769469112
13/01/2026,Passa ou Repasse,Programa de 17/04/1994,6369849745112
13/01/2026,Show do Milhão,Programa de 10/01/2001,6374088949112
13/01/2026,Sete Meio,Programa de 22/12/2002,6376080187112
13/01/2026,Programa do Ratinho,Programa de 19/10/98,98008609_programadoratinho_1998_035_01
13/01/2026,Táxi do Gugu,31. Invasão das cobras,6368324970112
14/01/2026,Eliana & Cia,Programa 04/08/1997,378553ee-2208-449c-a426-c5a7eb4c5f60
14/01/2026,Programa Livre,Programa de 11/09/1991,6350632598112
14/01/2026,Táxi do Gugu,ET,07af3fb1-828f-46fc-abf5-39e1fa1c0726
14/01/2026,Casos de Família,Programa de 10/08/2009,0177f0f0-bc70-48cf-b28b-2cb4c02e04cf
14/01/2026,Canta e Dança Minha Gente,Programa de 29/10/2000,6363651105112
14/01/2026,TV Animal,Programa de 06/11/1995,6365678673112
14/01/2026,Táxi do Gugu,O comilão,c3d7252d-43f4-4f00-9522-8177e51260f0
14/01/2026,Show do Milhão,Programa de 11/01/2001,6374088557112
14/01/2026,Porta da Esperança,Programa de 07/12/1986,6362802807112
14/01/2026,Programa do Ratinho,Programa de 20/10/98,98008609_programadoratinho_1998_036_01
14/01/2026,Táxi do Gugu,O escapamento,83a5bf88-48fb-47fe-8d7f-6720e4a2c20b
15/01/2026,Eliana & Cia,Programa 05/08/1997,3904452d-06eb-419c-a14c-409d077c98e3
15/01/2026,Programa Livre,Programa de 19/09/1991,6350633367112
15/01/2026,Táxi do Gugu,5. Arrancar Braço,6368324586112
15/01/2026,Casos de Família,Programa de 11/08/2009,a29dda78-bf79-46a0-a609-1deb992cf3ab
15/01/2026,Vamos Nessa,Programa de 26/01/1985,d5da91e0-fad9-444b-b05f-01b8c999965e
15/01/2026,Táxi do Gugu,35. A flor,6368324585112
15/01/2026,Passa ou Repasse,Programa de 14/09/1995,6366910307112
15/01/2026,Táxi do Gugu,O escapamento,83a5bf88-48fb-47fe-8d7f-6720e4a2c20b
15/01/2026,Show do Milhão,Programa de 07/01/2001,6374088946112
15/01/2026,Tentação,Programa de 19/03/1995,6372035531112
15/01/2026,Programa do Ratinho,Programa de 21/10/98,98008609_programadoratinho_1998_037_01
15/01/2026,Táxi do Gugu,ET,07af3fb1-828f-46fc-abf5-39e1fa1c0726
16/01/2026,Eliana & Cia,Programa 06/08/1997,d6e420c3-2786-4510-8819-dfe997a06db8
16/01/2026,Táxi do Gugu,113. A boneca,6368324482112
16/01/2026,Programa Livre,Programa de 21/09/1991,6350633268112
16/01/2026,Casos de Família,Programa de 12/08/2009,156ee579-178a-4a86-8c86-2f566755bc81
16/01/2026,Canta e Dança Minha Gente,Programa de 05/11/2000,6363651104112
16/01/2026,TV Animal,Programa de 24/05/1996,6351243448112
16/01/2026,Show do Milhão,Programa de 17/01/2001,6374088947112
16/01/2026,Gol Show,Programa de 03/05/1998,6367903877112
16/01/2026,Programa do Ratinho,Programa de 22/10/98,98008609_programadoratinho_1998_038_01
17/01/2026,Eliana & Cia,Programa 07/08/1997,08553b51-63a0-49f7-9c63-4281b74e050d
17/01/2026,Bom dia & Cia com Jacky,Programa de 27/10/1998,65d5de73-dea3-4124-b932-b3c3605f07af
17/01/2026,Programa Sergio Mallandro,Programa de 04/07/1995,6369844621112
17/01/2026,Casa da Angélica,Programa de 01/06/1994,6367829002112
17/01/2026,Fantasia,Programa de 07/01/1998,6375815711112
17/01/2026,Em Nome do Amor,Programa de 09/07/1995,6356569737112
17/01/2026,Viva a Noite,Programa de 08/02/1983,6376298798112
17/01/2026,Show Maravilha,Programa de 14/02/1994,6367446229112
17/01/2026,Fala Dercy,Programa de 04/01/2000,6363302247112
18/01/2026,Fala Dercy,Programa de 04/01/2000,6363302247112
18/01/2026,Domingo no Parque,Programa de 05/07/1987,6366372878112
18/01/2026,Curtindo uma Viagem,Programa de 01/12/2001,6352040806112
18/01/2026,Domingo Legal,Programa de 05/09/1993,6364077464112
18/01/2026,Show de Calouros,Programa de 20/09/1987,6368779747112
18/01/2026,Topa Tudo Por Dinheiro,Programa de 19/05/1991,6359685768112
18/01/2026,Programa Silvio Santos,Programa de 05/07/2009,6374903098112
19/01/2026,Show de Calouros,Programa de 20/09/1987,6368779747112
19/01/2026,Eliana & Cia,Programa 08/08/1997,e0f71bb6-2aa3-4465-ad92-a11d2af9b750
19/01/2026,Programa Livre,Programa de 24/09/1991,6350632110112
19/01/2026,Casos de Família,Programa de 13/08/2009,d990d986-130c-495a-a231-3428a8a5567a
19/01/2026,TV Animal,Programa de 18/02/1990,6374743123112
19/01/2026,Show do Milhão,Programa de 14/01/2001,6374089243112
19/01/2026,Programa do Ratinho,Programa de 23/10/98,98008609_programadoratinho_1998_039_01
19/01/2026,Táxi do Gugu,8. O Príncipe sapo,6368326357112
19/01/2026,Astros,Programa de 03/09/2008,6352181989112
19/01/2026,Rei Majestade,Programa de 06/09/2006,6374622605112
19/01/2026,Táxi do Gugu,O comilão,c3d7252d-43f4-4f00-9522-8177e51260f0
20/01/2026,Eliana & Cia,Programa 11/08/1997,38491cc1-0c95-4912-a29d-2e41cbff8e98
20/01/2026,Táxi do Gugu,O comilão,c3d7252d-43f4-4f00-9522-8177e51260f0
20/01/2026,Programa Livre,Programa de 28/09/1991,6350633467112
20/01/2026,Casos de Família,Programa de 14/08/2009,8c8740d2-bd79-447d-ad8f-681f0fc3acd8
20/01/2026,Máquina da Fama,Programa de 21/04/2014,6375767304112
20/01/2026,Passa ou Repassa,Programa de 01/05/1994,6369849946112
20/01/2026,Show do Milhão,Programa de 18/01/2001,6374089244112
20/01/2026,Sete Meio,Programa de 13/04/2003,6376081389112
20/01/2026,Programa do Ratinho,Programa de 08/09/1998,6375650710112
20/01/2026,Táxi do Gugu,Motorista dorminhoco,c9efc111-b066-459d-8368-48a9fd40a93a
21/01/2026,Eliana & Cia,Programa 12/08/1997,e5ea61f1-fbb1-4439-bcf3-a2533a244173
21/01/2026,Táxi do Gugu,O escapamento,83a5bf88-48fb-47fe-8d7f-6720e4a2c20b
21/01/2026,Programa Livre,Programa de 30/09/1991,6350632201112
21/01/2026,Casos de Família,Programa de 04/05/2009,6370518300112
21/01/2026,Táxi do Gugu,3. A Lotação,6368325066112
21/01/2026,Canta e Dança Minha Gente,Programa de 12/11/2000,6363652765112
21/01/2026,TV Animal,Programa de 07/11/1995,6365678565112
21/01/2026,Show do Milhão,Programa de 25/01/2001,6374089826112
21/01/2026,Porta da Esperança,Programa de 04/01/1987,6362543858112
21/01/2026,Programa do Ratinho,Programa de 09/09/1998,6375718391112
21/01/2026,Táxi do Gugu,28. Mala de dinheiro,6368325363112
21/01/2026,Táxi do Gugu,27. Táxi do terror,6368326050112
22/01/2026,Eliana & Cia,Programa 13/08/1997,de59918c-83b1-45d9-b72b-ea5ea8dd79c1
22/01/2026,Táxi do Gugu,5. Arrancar Braço,6368324586112
22/01/2026,Programa Livre,Programa de 11/10/1991,6350632881112
22/01/2026,Casos de Família,Programa de 05/05/2009,6370519181112
22/01/2026,Táxi do Gugu,18. A granada,6368326538112
22/01/2026,Vamos Nessa,Programa de 27/04/1982,6375711019112
22/01/2026,Passa ou Repassa,Programa de 15/09/1995,6366911854112
22/01/2026,Táxi do Gugu,28. Mala de dinheiro,6368325363112
22/01/2026,Show do Milhão,Programa de 21/01/2001,6374089055112
22/01/2026,Tentação,Programa de 26/03/1995,6372035332112
22/01/2026,Programa do Ratinho,Programa de 10/09/1998,6375930156112
22/01/2026,Passa ou Repasse,Programa de 15/09/1995,6366911854112
22/01/2026,Táxi do Gugu,60. A macacada,6368326437112
23/01/2026,Eliana & Cia,Programa 14/08/1997,e39857e5-b13c-4325-a2fa-47ae51307e7c
23/01/2026,Táxi do Gugu,Espuma,bf322393-cda3-4156-a458-5a8f6813fccf
23/01/2026,Programa Livre,Programa de 28/10/1991,6352185289112
23/01/2026,Casos de Família,Programa de 06/05/2009,6370518899112
23/01/2026,Canta e Dança Minha Gente,Programa de 19/11/2000,6363652670112
23/01/2026,TV Animal,Programa de 27/05/1996,6366548726112
23/01/2026,Táxi do Gugu,Gugu demitido,c73b2d09-9ec4-4ecb-9509-cc6639bdc686
23/01/2026,Show do Milhão,Programa de 24/01/2001,6374089929112
23/01/2026,Gol Show,Programa de 10/05/1998,6369893028112
23/01/2026,Táxi do Gugu,Motorista dorminhoco,c9efc111-b066-459d-8368-48a9fd40a93a
23/01/2026,Táxi do Gugu,O comilão,c3d7252d-43f4-4f00-9522-8177e51260f0
23/01/2026,Programa do Ratinho,Programa de 11/09/1998,6375931134112
24/01/2026,Eliana & Cia,Programa 15/08/1997,faf5b702-5c6e-4aa4-aebc-8816bbf2a473
24/01/2026,Bom dia & Cia com Jacky,Programa de 28/10/1998,58cfbd56-df10-405a-96a4-b9237232a1a5
24/01/2026,Show Maravilha,Programa de 15/02/1994,6367445760112
24/01/2026,Casa da Angélica,Programa de 02/06/1994,6367830641112
24/01/2026,Em Nome do Amor,Programa de 23/04/1995,6356569359112
24/01/2026,Viva a Noite,Programa de 24/05/1988,6348750407112
24/01/2026,Fala Dercy,Programa de 11/01/2000,6363302542112
24/01/2026,Táxi do Gugu,27. Táxi do terror,6368326050112
24/01/2026,Programa Sergio Mallandro,Programa de 19/07/1995,6369844830112
24/01/2026,Fantasia,Programa de 08/01/1998,6376023584112
25/01/2026,Fala Dercy,Programa de 11/01/2000,6363302542112
25/01/2026,Domingo no Parque,Programa de 09/08/1987,6366373438112
25/01/2026,Domingo Legal,Programa de 12/09/1993,6364078610112
25/01/2026,Topa Tudo Por Dinheiro,Programa de 30/06/1991,6363256080112
25/01/2026,Show de Calouros,Programa de 11/10/1987,6368779171112
25/01/2026,Curtindo uma Viagem,Programa de 08/12/2001,6352041003112
27/01/2026,Eliana & Cia,Programa 19/08/1997,b5164350-b060-4ee9-8e48-02c0006434a9
27/01/2026,Táxi do Gugu,27. Táxi do terror,6368326050112
27/01/2026,Programa Livre,Programa de 04/11/1991,6352186558112
27/01/2026,Táxi do Gugu,114. Os falsos policiais,6368324690112
27/01/2026,Casos de Família,Programa de 08/05/2009,6370519691112
27/01/2026,Máquina da Fama,Programa de 28/04/2014,6375770238112
27/01/2026,Passa ou Repassa,Programa de 08/05/1994,6369850444112
27/01/2026,Show do Milhão,Programa de 31/01/2001,6374088948112
27/01/2026,Sete Meio,Programa de 20/04/2003,6376082398112
27/01/2026,Programa do Ratinho,Programa de 15/09/1998,6376299309112
27/01/2026,Programa do Ratinho,Programa de 16/09/1998,6376299404112
28/01/2026,Eliana & Cia,Programa 20/08/1997,614411e8-cc92-4ffe-be32-a18622cc9c7a
28/01/2026,Táxi do Gugu,8. O Príncipe sapo,6368326357112
28/01/2026,Programa Livre,Programa de 08/11/1991,6352185391112
28/01/2026,Casos de Família,Programa de 11/05/2009,6370518897112
28/01/2026,Táxi do Gugu,Espuma,bf322393-cda3-4156-a458-5a8f6813fccf
28/01/2026,Canta e Dança Minha Gente,Programa de 26/11/2000,6363652288112
28/01/2026,TV Animal,Programa de 08/11/1995,6365679156112
28/01/2026,Show do Milhão,Programa de 01/02/2001,6375094035112
28/01/2026,Porta da Esperança,Programa de 22/02/1987,6362546216112
28/01/2026,Programa do Ratinho,Programa de 17/09/1998,6376553954112
29/01/2026,Eliana & Cia,Programa 21/08/1997,3fc5bf8d-b06b-429a-817f-5217bcc9bdbe
29/01/2026,Táxi do Gugu,Gugu demitido,c73b2d09-9ec4-4ecb-9509-cc6639bdc686
29/01/2026,Programa Livre,Programa de 12/11/1991,6352186861112
29/01/2026,Casos de Família,Programa de 12/05/2009,6370518589112
29/01/2026,Vamos Nessa,Programa de 08/06/1982,6375689825112
29/01/2026,Táxi do Gugu,5. Arrancar Braço,6368324586112
29/01/2026,FILLER 26 BOZO,,
29/01/2026,Passa ou Repassa,Programa de 11/10/1995,6366912641112
29/01/2026,Táxi do Gugu,18. A granada,6368326538112
29/01/2026,FILLER 34 BOZO,,
29/01/2026,Show do Milhão,Programa de 04/02/2001,6375094439112
29/01/2026,Tentação,Programa de 02/04/1995,6372036803112
29/01/2026,Táxi do Gugu,34. A morte do cachorrinho,6368326539112
29/01/2026,Programa do Ratinho,Programa de 18/09/1998,6376554254112
29/01/2026,Táxi do Gugu,60. A macacada,6368326437112
30/01/2026,Eliana & Cia,Programa 21/08/1997,3fc5bf8d-b06b-429a-817f-5217bcc9bdbe
30/01/2026,Eliana & Cia,Programa 22/08/1997,750112ab-0f20-41a2-b998-d80943259add
30/01/2026,Programa Livre,Programa de 21/11/1991,6352185986112
30/01/2026,Casos de Família,Programa de 13/05/2009,6370518983112
30/01/2026,Canta e Dança Minha Gente,Programa de 03/12/2000,6363651586112
30/01/2026,TV Animal,Programa de 28/05/1996,6366856462112
30/01/2026,Táxi do Gugu,Gugu demitido,c73b2d09-9ec4-4ecb-9509-cc6639bdc686
30/01/2026,Show do Milhão,Programa de 07/02/2001,6375095893112
30/01/2026,Gol Show,Programa de 31/05/1998,6369893917112
30/01/2026,Programa do Ratinho,Programa de 19/09/1998,6376589457112
31/01/2026,Eliana & Cia,Programa 25/08/1997,79a0ede7-be76-4339-8b9d-7658b2e9a030
31/01/2026,Bom dia & Cia com Jacky,Programa de 29/10/1998,c0bbfa87-b87a-4421-9680-191be9653af4
31/01/2026,Show Maravilha,Programa de 16/02/1994,6367445553112
31/01/2026,Fantasia,Programa de 09/01/1998,6376023391112
31/01/2026,Em Nome do Amor,Programa de 30/04/1995,6356569166112
31/01/2026,Viva a Noite,Programa de 24/12/1988,6348752446112
31/01/2026,Fala Dercy,Programa de 18/01/2000,6363300970112
31/01/2026,Programa Sergio Mallandro,Programa de 20/07/1995,6370290619112
31/01/2026,Casa da Angélica,Programa de 03/06/1994,6367829091112
01/02/2026,Domingo no Parque,Programa de 02/09/1987,6366372183112
01/02/2026,Curtindo uma Viagem,Programa de 15/12/2001,6352040805112
01/02/2026,Domingo Legal,Programa de 19/09/1993,6363654633112
01/02/2026,Topa Tudo Por Dinheiro,Programa de 02/06/1991,6363256169112
01/02/2026,Show de Calouros,Programa de 08/11/1987,6369566280112
01/02/2026,Programa Silvio Santos,Programa de 19/07/2009,6375261734112
02/02/2026,Eliana & Cia,Programa 26/08/1997,06980918-6b50-4141-9417-a67242b4885d
02/02/2026,Programa Livre,Programa de 23/11/1991,6352187354112
02/02/2026,Casos de Família,Programa de 14/05/2009,6370518299112
02/02/2026,Astros,Programa de 17/09/2008,6352184329112
02/02/2026,TV Animal,Programa de 11/03/1990,6374744691112
02/02/2026,Táxi do Gugu,27. Táxi do terror,6368326050112
02/02/2026,Show do Milhão,Programa de 08/02/2001,6375094143112
02/02/2026,Rei Majestade,Programa de 20/09/2006,6374621037112
02/02/2026,Programa do Ratinho,Programa de 21/09/1998,6376587610112
02/02/2026,Eliana & Cia,Programa 25/08/1997,79a0ede7-be76-4339-8b9d-7658b2e9a030
03/02/2026,Eliana & Cia,Programa 27/08/1997,a2395277-63a9-4617-b0b2-b6e25f6c6ab8
03/02/2026,Programa Livre,Programa de 27/11/1991,6352185495112
03/02/2026,Casos de Família,Programa de 15/05/2009,6370519875112
03/02/2026,Máquina da Fama,Programa de 05/05/2014,6375767987112
03/02/2026,Passa ou Repassa,Programa de 15/05/1994,6369850633112
03/02/2026,Show do Milhão,Programa de 11/02/2001,6375095092112
03/02/2026,Sete Meio,Programa de 27/04/2003,6376080371112
03/02/2026,Programa do Ratinho,Programa de 22/09/1998,6376792812112
04/02/2026,Eliana & Cia,Programa 27/08/1997,a2395277-63a9-4617-b0b2-b6e25f6c6ab8
04/02/2026,Eliana & Cia,Programa 28/08/1997,5ca3466e-a384-4a5f-a8b1-c76e92282cd4
04/02/2026,Programa Livre,Programa de 02/12/1991,6352185496112
04/02/2026,Casos de Família,Programa de 18/05/2009,6371488195112
04/02/2026,Canta e Dança Minha Gente,Programa de 10/12/2000,6363652289112
04/02/2026,TV Animal,Programa de 09/11/1995,6365678861112
04/02/2026,Táxi do Gugu,ET,07af3fb1-828f-46fc-abf5-39e1fa1c0726
04/02/2026,Show do Milhão,Programa de 14/02/2001,6375094813112
04/02/2026,Porta da Esperança,Programa de 22/03/1987,6362543860112
04/02/2026,Programa do Ratinho,Programa de 23/09/1998,6376791642112
05/02/2026,Eliana & Cia,Programa 28/08/1997,5ca3466e-a384-4a5f-a8b1-c76e92282cd4
05/02/2026,Eliana & Cia,Programa 29/08/1997,d1f8b70c-9aa1-4966-b7b0-2e52318e8590
05/02/2026,Programa Livre,Programa de 12/12/1991,6352187153112
05/02/2026,Casos de Família,Programa de 19/05/2009,6371487703112
05/02/2026,Vamos Nessa,Programa de 15/06/1982,6375690391112
05/02/2026,Passa ou Repassa,Programa de 12/10/1995,6366912253112
05/02/2026,Táxi do Gugu,18. A granada,6368326538112
05/02/2026,Show do Milhão,Programa de 15/02/2001,6375095895112
05/02/2026,Tentação,Programa de 09/04/1995,6372035133112
05/02/2026,Táxi do Gugu,3. A Lotação,6368325066112
05/02/2026,Programa do Ratinho,Programa de 24/09/1998,6376791835112
06/02/2026,Eliana & Cia,Programa 29/08/1997,d1f8b70c-9aa1-4966-b7b0-2e52318e8590
06/02/2026,Eliana & Cia,Programa 01/09/1997,fc1d7be1-ca8b-4a64-8e88-cae7e4993f11
06/02/2026,Programa Livre,Programa de 16/12/1991,6352185399112
06/02/2026,Casos de Família,Programa de 20/05/2009,6371486614112
06/02/2026,Canta e Dança Minha Gente,Programa de 17/12/2000,6363651984112
06/02/2026,TV Animal,Programa de 29/05/1996,6366548799112
06/02/2026,Táxi do Gugu,5. Arrancar Braço,6368324586112
06/02/2026,Show do Milhão,Programa de 18/02/2001,6375095304112
06/02/2026,Gol Show,Programa de 07/06/1998,6369893138112
06/02/2026,Programa do Ratinho,Programa de 25/09/1998,6376793012112
07/02/2026,Eliana & Cia,Programa 02/09/1997,166af043-a0dd-4a8a-9c5c-40f1b7e551d3
07/02/2026,Bom dia & Cia com Jacky,Programa de 30/10/1998,da7978ff-404e-424b-ac7d-44f52323c8a2
07/02/2026,Show Maravilha,Programa de 09/03/1991,6366375129112
07/02/2026,Programa Sergio Mallandro,Programa de 21/07/1995,6370289529112
07/02/2026,Casa da Angélica,Programa de 06/06/1994,6367829960112
07/02/2026,Fantasia,Programa de 12/01/1998,6376024269112
07/02/2026,Em Nome do Amor,Programa de 07/05/1995,6370462650112
07/02/2026,Fala Dercy,Programa de 25/01/2000,6363301646112
07/02/2026,Viva a Noite,Programa de 31/12/1988,6349824528112
08/02/2026,Domingo no Parque,Programa de 11/10/1987,6366373263112
08/02/2026,Curtindo uma Viagem,Programa de 22/12/2001,6352040211112
08/02/2026,Domingo Legal,Programa de 26/09/1993,6364008588112
08/02/2026,Topa Tudo Por Dinheiro,Programa de 14/07/1991,6363255489112
08/02/2026,Show de Calouros,Programa de 27/12/1987,6370199492112
08/02/2026,Programa Silvio Santos,Programa de 26/07/2009,6375505182112
09/02/2026,Show de Calouros,Programa de 27/12/1987,6370199492112
09/02/2026,Eliana & Cia,Programa 03/09/1997,15551092-4cf1-497b-a165-4be879050611
09/02/2026,Programa Livre,Programa de 02/04/1993,e26a1291-784b-4579-bcb3-82cd523fafeb
09/02/2026,Casos de Família,Programa de 21/05/2009,6371487618112
09/02/2026,Show do Milhão,Programa de 21/02/2001,6375096381112
09/02/2026,Rei Majestade,Programa de 27/09/2006,6375539274112
09/02/2026,Programa do Ratinho,Programa de 26/09/98,98008609_programadoratinho_1998_016_01
